scenario,condition,protocol_seed,bsc,query_index,target_id,target_present,candidate_original_id,candidate_cosine,cache_reuse,verifier_good,bad_reuse,identity_match,audit_mismatches,audit_boundary,protocol_bits,fallback_bits,completion_bits
full,paired_hard_ood,14673129866313320424,0.05,57,1001190,1,1001190,0.8403208640589134,0,1,0,1,179,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,58,1001193,1,1007200,0.5335190849783574,0,0,0,0,272,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,59,1001218,1,1006150,0.4077612794892581,0,0,0,0,306,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,60,1001252,1,1004012,0.5692686439197966,0,0,0,0,266,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,61,1001266,1,1002992,0.6701245254921875,0,0,0,0,239,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,62,1001267,1,1008227,0.6409874966511508,0,0,0,0,222,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,63,1001268,1,1006989,0.5018661278452696,0,0,0,0,285,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,64,1001274,1,1008019,0.49690914275545045,0,0,0,0,280,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,65,1001300,1,1001300,0.8209949050963048,0,1,0,1,167,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,66,1001341,1,1000223,0.7382135447776539,0,0,0,0,182,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,67,1001361,1,1001361,0.8487274504287432,1,1,0,1,162,162,1944,0,1944
full,paired_hard_ood,14673129866313320424,0.05,68,1001408,1,1003282,0.6077147511623866,0,0,0,0,224,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,69,1001414,1,1007862,0.7030586131238261,0,0,0,0,207,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,70,1001415,1,1004205,0.7078637825920444,0,0,0,0,210,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,71,1001429,1,1006850,0.6034119864799706,0,0,0,0,234,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,72,1001460,1,1001460,0.8199067577574501,1,1,0,1,156,162,1944,0,1944
full,paired_hard_ood,14673129866313320424,0.05,73,1001470,1,1008443,0.6409934655159608,0,0,0,0,239,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,74,1001485,1,1001485,0.7715609989864772,0,0,0,1,181,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,75,1001487,1,1001361,0.7220795750456366,0,0,0,0,204,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,76,1001492,1,1006793,0.4807223311364016,0,0,0,0,245,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,77,1001498,1,1002665,0.5312333094721956,0,0,0,0,225,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,78,1001515,1,1003909,0.6440503169733715,0,0,0,0,214,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,79,1001538,1,1001538,0.8752221845040614,1,1,0,1,153,162,1944,0,1944
full,paired_hard_ood,14673129866313320424,0.05,80,1001548,1,1004564,0.5565337978630346,0,0,0,0,232,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,81,1001558,1,1007766,0.7357652256853997,0,0,0,0,199,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,82,1001634,1,1000635,0.6383037761893986,0,0,0,0,223,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,83,1001665,1,1000889,0.7938051348917973,0,1,0,0,196,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,84,1001676,1,1001676,0.811198910287847,1,1,0,1,158,162,1944,0,1944
full,paired_hard_ood,14673129866313320424,0.05,85,1001707,1,1007121,0.6351172375476255,0,0,0,0,255,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,86,1001744,1,1008925,0.6337667548806142,0,0,0,0,232,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,87,1001746,1,1001746,0.5852342470176746,0,0,0,1,253,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,88,1001771,1,1005159,0.7587082141044709,0,0,0,0,181,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,89,1001772,1,1001772,0.7472896781059359,0,0,0,1,190,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,90,1001781,1,1005159,0.7471978385312555,0,0,0,0,174,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,91,1001793,1,1000062,0.644311505847057,0,0,0,0,231,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,92,1001813,1,1001813,0.7843252972657655,0,1,0,1,178,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,93,1001823,1,1008628,0.5634446876408508,0,0,0,0,237,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,94,1001849,1,1005356,0.757288297230895,0,0,0,0,176,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,95,1001852,1,1006437,0.5746313026514529,0,0,0,0,254,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,96,1001868,1,1001868,0.8714799026475257,1,1,0,1,145,162,1944,0,1944
full,paired_hard_ood,14673129866313320424,0.05,97,1001872,1,1006364,0.6564746530072934,0,0,0,0,204,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,98,1001890,1,1003054,0.5660058751348355,0,0,0,0,267,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,99,1001894,1,1001894,0.7226313845906323,0,0,0,1,194,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,100,1001914,1,1008479,0.49666928971008817,0,0,0,0,274,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,101,1001924,1,1001268,0.5999761510277364,0,0,0,0,262,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,102,1001944,1,1008637,0.6951280660213014,0,0,0,0,214,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,103,1001954,1,1001043,0.5993744033411739,0,0,0,0,222,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,104,1001958,1,1007766,0.63447295274431,0,0,0,0,238,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,105,1001959,1,1001959,0.707449231375266,0,0,0,1,195,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,106,1001960,1,1003736,0.6889158734741428,0,0,0,0,214,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,107,1001987,1,1008225,0.6907575104199586,0,0,0,0,211,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,108,1002102,1,1006641,0.6323152039181519,0,0,0,0,241,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,109,1002133,1,1007200,0.5356686453135857,0,0,0,0,252,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,110,1002179,1,1002179,0.741781355125561,0,0,0,1,202,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,111,1002183,1,1000223,0.6472735085105701,0,0,0,0,241,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,112,1002194,1,1002194,0.872095178361942,1,1,0,1,158,162,1944,0,1944
full,paired_hard_ood,14673129866313320424,0.05,113,1002210,1,1002210,0.7165324152732131,0,0,0,1,211,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,114,1002212,1,1002212,0.8080367851494542,0,1,0,1,172,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,115,1002219,1,1002219,0.7552065761654644,0,0,0,1,202,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,116,1002233,1,1002233,0.8494133665213,0,1,0,1,178,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,117,1002237,1,1002237,0.7417587720758407,0,0,0,1,185,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,118,1002305,1,1001814,0.6468329480927466,0,0,0,0,222,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,119,1002339,1,1002339,0.8975999503919843,1,1,0,1,140,162,1944,0,1944
full,paired_hard_ood,14673129866313320424,0.05,120,1002343,1,1002343,0.8511548925588512,1,1,0,1,158,162,1944,0,1944
full,paired_hard_ood,14673129866313320424,0.05,121,1002345,1,1002345,0.8023753695215441,0,1,0,1,172,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,122,1002416,1,1000889,0.797989954206185,0,1,0,0,178,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,123,1002446,1,1002446,0.7960789350251094,0,1,0,1,173,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,124,1002470,1,1002470,0.7833092478926069,0,1,0,1,212,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,125,1002503,1,1001159,0.6772819739691388,0,0,0,0,207,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,126,1002505,1,1002505,0.842717545562955,1,1,0,1,160,162,1944,0,1944
full,paired_hard_ood,14673129866313320424,0.05,127,1002516,1,1002516,0.8029146766504244,0,1,0,1,172,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,128,1002587,1,1002587,0.814913500515563,0,1,0,1,201,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,129,1002641,1,1002641,0.8673607640485819,1,1,0,1,159,162,1944,0,1944
full,paired_hard_ood,14673129866313320424,0.05,130,1002658,1,1002658,0.6388365190640477,0,0,0,1,224,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,131,1002665,1,1006660,0.6667025417488945,0,0,0,0,222,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,132,1002704,1,1002704,0.5338488278459335,0,0,0,1,271,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,133,1002740,1,1002740,0.7824988462208802,0,1,0,1,188,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,134,1002752,1,1002752,0.873364320410679,0,1,0,1,166,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,135,1002756,1,1002756,0.7280327795071281,0,0,0,1,208,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,136,1002830,1,1000627,0.6510514271726806,0,0,0,0,237,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,137,1002853,1,1001987,0.7268835093123889,0,0,0,0,205,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,138,1002857,1,1002857,0.6824389677194751,0,0,0,1,233,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,139,1002866,1,1002866,0.7589776336470078,0,0,0,1,203,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,140,1002888,1,1007905,0.5746325948260641,0,0,0,0,240,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,141,1002901,1,1002901,0.7675279251439218,0,0,0,1,178,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,142,1002939,1,1004690,0.6195477173434907,0,0,0,0,239,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,143,1002962,1,1008047,0.5603034613358235,0,0,0,0,259,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,144,1002992,1,1005105,0.6192470142675774,0,0,0,0,241,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,145,1003007,1,1002212,0.6652972821788201,0,0,0,0,226,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,146,1003012,1,1004594,0.6049329239284372,0,0,0,0,263,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,147,1003066,1,1003066,0.8792621779409192,1,1,0,1,155,162,1944,0,1944
full,paired_hard_ood,14673129866313320424,0.05,148,1003070,1,1006881,0.6916828712434315,0,0,0,0,207,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,149,1003079,1,1008047,0.5975100648255101,0,0,0,0,245,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,150,1003090,1,1001300,0.6696169178549989,0,0,0,0,206,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,151,1003095,1,1002212,0.6826484600376068,0,0,0,0,232,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,152,1003096,1,1001146,0.6818225949973176,0,0,0,0,222,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,153,1003116,1,1003116,0.8337832570005721,1,1,0,1,157,162,1944,0,1944
full,paired_hard_ood,14673129866313320424,0.05,154,1003128,1,1007566,0.647833409182617,0,0,0,0,232,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,155,1003142,1,1003142,0.8471789811455763,1,1,0,1,159,162,1944,0,1944
full,paired_hard_ood,14673129866313320424,0.05,156,1003148,1,1001341,0.5646727564912715,0,0,0,0,246,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,157,1003156,1,1003156,0.6682604610148193,0,0,0,1,207,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,158,1003167,1,1003167,0.6830453649180831,0,0,0,1,199,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,159,1003175,1,1001361,0.7874713019885837,0,1,0,0,185,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,160,1003223,1,1003223,0.7925736984776526,0,1,0,1,182,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,161,1003290,1,1009524,0.6075618762035078,0,0,0,0,244,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,162,1003293,1,1005394,0.7734258600203612,0,1,0,0,202,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,163,1003316,1,1002547,0.5195031280425619,0,0,0,0,243,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,164,1003388,1,1001268,0.5986608667880066,0,0,0,0,247,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,165,1003410,1,1001622,0.6247731793982431,0,0,0,0,230,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,166,1003444,1,1001520,0.4155464848334345,0,0,0,0,267,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,167,1003461,1,1007200,0.5402918074596743,0,0,0,0,248,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,168,1003467,1,1006836,0.6507477557453751,0,0,0,0,234,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,169,1003475,1,1003475,0.727715219818577,0,0,0,1,208,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,170,1003499,1,1006331,0.6470159393388057,0,0,0,0,250,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,171,1003502,1,1003502,0.7739926895778145,0,1,0,1,170,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,172,1003511,1,1002102,0.5469312194502396,0,0,0,0,250,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,173,1003533,1,1002183,0.5765982649712065,0,0,0,0,229,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,174,1003558,1,1003558,0.8508280098379086,1,1,0,1,160,162,1944,0,1944
full,paired_hard_ood,14673129866313320424,0.05,175,1003578,1,1001520,0.6558064491247529,0,0,0,0,233,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,176,1003585,1,1000522,0.6533399208285846,0,0,0,0,209,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,177,1003622,1,1008153,0.5241861554144117,0,0,0,0,276,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,178,1003641,1,1003641,0.7480491637680444,0,0,0,1,206,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,179,1003704,1,1003704,0.7684751540517111,0,0,0,1,174,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,180,1003722,1,1003722,0.8786676123195756,1,1,0,1,153,162,1944,0,1944
full,paired_hard_ood,14673129866313320424,0.05,181,1003733,1,1009851,0.6054801586419248,0,0,0,0,217,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,182,1003735,1,1003735,0.6864773953632956,0,0,0,1,218,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,183,1003737,1,1005252,0.6755727458180781,0,0,0,0,244,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,184,1003746,1,1001071,0.5795043832718174,0,0,0,0,263,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,185,1003749,1,1003749,0.8395937658150647,1,1,0,1,161,162,1944,0,1944
full,paired_hard_ood,14673129866313320424,0.05,186,1003799,1,1009748,0.5858649803039813,0,0,0,0,234,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,187,1003805,1,1000259,0.68937428215073,0,0,0,0,215,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,188,1003809,1,1001300,0.7851874497091225,0,1,0,0,189,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,189,1003853,1,1001408,0.621651159307403,0,0,0,0,248,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,190,1003885,1,1003885,0.782150996886402,0,1,0,1,187,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,191,1003894,1,1000223,0.7416426535700515,0,0,0,0,221,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,192,1003909,1,1003909,0.7424300008255684,0,0,0,1,197,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,193,1003941,1,1009194,0.7432594756266786,0,0,0,0,192,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,194,1003947,1,1008563,0.629190383918421,0,0,0,0,232,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,195,1003976,1,1003976,0.8083711177911801,0,1,0,1,193,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,196,1003978,1,1005831,0.4604137892533633,0,0,0,0,251,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,197,1004012,1,1004012,0.6901280517425128,0,0,0,1,220,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,198,1004021,1,1004185,0.7078043005690503,0,0,0,0,208,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,199,1004028,1,1006648,0.7644856692696695,0,0,0,0,198,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,200,1004057,1,1004057,0.8565780808793456,0,1,0,1,171,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,201,1004093,1,1008047,0.6062066281400718,0,0,0,0,223,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,202,1004107,1,1004107,0.831169303638071,0,1,0,1,170,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,203,1004129,1,1009026,0.5689819193539547,0,0,0,0,261,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,204,1004163,1,1009546,0.6549880711335757,0,0,0,0,235,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,205,1004185,1,1004185,0.8277207388340483,0,1,0,1,179,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,206,1004190,1,1004190,0.8913554753287186,1,1,0,1,141,162,1944,0,1944
full,paired_hard_ood,14673129866313320424,0.05,207,1004205,1,1004205,0.8519750573131472,0,1,0,1,177,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,208,1004225,1,1004592,0.47677471846366515,0,0,0,0,255,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,209,1004234,1,1004234,0.7741102852211406,0,1,0,1,172,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,210,1004254,1,1005291,0.5934187308628076,0,0,0,0,242,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,211,1004296,1,1005355,0.6033871144030073,0,0,0,0,246,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,212,1004330,1,1002469,0.6887099331749572,0,0,0,0,198,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,213,1004341,1,1007427,0.5664120702931508,0,0,0,0,256,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,214,1004342,1,1004342,0.7451237021392901,0,0,0,1,214,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,215,1004400,1,1002018,0.5990569969874358,0,0,0,0,222,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,216,1004404,1,1006908,0.6444518670401083,0,0,0,0,225,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,217,1004448,1,1008309,0.6919635296116438,0,0,0,0,207,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,218,1004455,1,1001689,0.6169421132146818,0,0,0,0,241,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,219,1004503,1,1008088,0.646046312105107,0,0,0,0,220,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,220,1004530,1,1003334,0.6979112353690371,0,0,0,0,224,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,221,1004548,1,1008225,0.688447641144315,0,0,0,0,229,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,222,1004551,1,1009778,0.6481221145954734,0,0,0,0,227,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,223,1004556,1,1008414,0.460350990439357,0,0,0,0,281,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,224,1004558,1,1004558,0.8606463201154584,0,1,0,1,169,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,225,1004564,1,1004564,0.8308830010544317,1,1,0,1,156,162,1944,0,1944
full,paired_hard_ood,14673129866313320424,0.05,226,1004611,1,1006250,0.565829706319106,0,0,0,0,233,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,227,1004616,1,1004616,0.93264179066384,1,1,0,1,128,162,1944,0,1944
full,paired_hard_ood,14673129866313320424,0.05,228,1004626,1,1009317,0.6121362668317332,0,0,0,0,227,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,229,1004654,1,1004654,0.8596616764939973,1,1,0,1,148,162,1944,0,1944
full,paired_hard_ood,14673129866313320424,0.05,230,1004700,1,1004700,0.8226447338670081,1,1,0,1,162,162,1944,0,1944
full,paired_hard_ood,14673129866313320424,0.05,231,1004764,1,1004764,0.8908024665182023,1,1,0,1,138,162,1944,0,1944
full,paired_hard_ood,14673129866313320424,0.05,232,1004827,1,1009343,0.6450439670402843,0,0,0,0,225,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,233,1004845,1,1004845,0.7612867992604078,0,0,0,1,178,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,234,1004865,1,1004865,0.8200079439813972,0,1,0,1,165,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,235,1004875,1,1000665,0.6020340743910974,0,0,0,0,238,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,236,1004889,1,1003975,0.5767761107309768,0,0,0,0,264,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,237,1004901,1,1004901,0.8089145322584864,0,1,0,1,183,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,238,1004906,1,1008798,0.39276178075652896,0,0,0,0,277,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,239,1004920,1,1004185,0.7727116240583867,0,1,0,0,198,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,240,1004931,1,1004931,0.8585570589771909,1,1,0,1,139,162,1944,0,1944
full,paired_hard_ood,14673129866313320424,0.05,241,1004952,1,1003282,0.7105434203508951,0,0,0,0,225,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,242,1004977,1,1003673,0.505451924995221,0,0,0,0,256,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,243,1004981,1,1004981,0.7513003033019752,0,0,0,1,201,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,244,1004998,1,1008074,0.6526564812103719,0,0,0,0,258,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,245,1005068,1,1008637,0.6115946430350285,0,0,0,0,219,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,246,1005101,1,1005101,0.8364266075270025,0,1,0,1,184,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,247,1005198,1,1003270,0.4930462900578496,0,0,0,0,260,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,248,1005252,1,1001233,0.8019608544352395,0,1,0,0,165,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,249,1005262,1,1001304,0.5888760090387786,0,0,0,0,249,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,250,1005265,1,1005265,0.786087136330814,0,1,0,1,183,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,251,1005270,1,1005270,0.7483495312925734,0,0,0,1,198,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,252,1005284,1,1001029,0.7010330867549605,0,0,0,0,195,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,253,1005313,1,1003096,0.564764221159296,0,0,0,0,264,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,254,1005356,1,1005356,0.821023238065739,0,1,0,1,193,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,255,1005383,1,1008890,0.755683145424545,0,0,0,0,179,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,256,1005394,1,1002838,0.5133536539180468,0,0,0,0,265,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,257,1005410,1,1003453,0.6198125876294727,0,0,0,0,243,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,258,1005427,1,1005427,0.8193189139681338,0,1,0,1,191,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,259,1005459,1,1005459,0.8930984368992829,1,1,0,1,132,162,1944,0,1944
full,paired_hard_ood,14673129866313320424,0.05,260,1005467,1,1000223,0.5114441474014874,0,0,0,0,272,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,261,1005472,1,1005997,0.5813848628197344,0,0,0,0,235,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,262,1005505,1,1008416,0.7677508212626252,0,0,0,0,216,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,263,1005518,1,1002343,0.6124453263818661,0,0,0,0,213,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,264,1005525,1,1005525,0.7939904594609827,0,1,0,1,169,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,265,1005535,1,1005535,0.7217943800208895,0,0,0,1,205,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,266,1005538,1,1002209,0.6512278524690949,0,0,0,0,235,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,267,1005553,1,1005553,0.8161393242136087,0,1,0,1,178,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,268,1005569,1,1005569,0.6531196972843683,0,0,0,1,244,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,269,1005583,1,1005583,0.8082263768985571,0,1,0,1,188,162,1944,4272,6216
full,paired_hard_ood,14673129866313320424,0.05,270,1005598,1,1009754,0.6101189936991712,0,0,0,0,226,162,1944,4272,6216
